firstName,lastName,email,phoneNumber,dateOfBirth,gender,currentAddress,customerSegment
Daniel,Brown,daniel.brown382@sample.id,62894255101,10/15/1998,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 38""}",Prospect
Putri,Santoso,putri.santoso8810@corp.id,62899327460,12/10/1971,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 76""}",Churn Risk
Christopher,Johnson,christopher.johnson7985@example.com,62855444896,9/5/1973,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Kuningan No. 242""}",SMB
Nadia,Santoso,nadia.santoso717@example.com,62879821348,3/25/2003,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 213""}",Student
Dewi,Saputra,dewi.saputra6575@sample.id,62825107555,11/19/1977,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 228""}",Enterprise
Ashley,Santoso,ashley.santoso667@corp.id,62869433525,6/16/1992,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 72""}",VIP
Agus,Wibowo,agus.wibowo4721@company.co.id,62848036731,11/27/1998,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 142""}",Student
Budi,Davis,budi.davis555@test.com,62889828460,6/5/1993,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 241""}",Casual
Jane,Smith,jane.smith6904@company.co.id,62868704626,7/31/2005,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 124""}",Prospect
Nadia,Jones,nadia.jones9317@test.com,62812620370,9/9/1983,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 255""}",Enterprise
Rian,Simanjuntak,rian.simanjuntak8760@demo.co,62888562323,3/20/1967,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 217""}",VIP
Arif,Garcia,arif.garcia1481@mail.com,62898133063,1/19/1981,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 184""}",Churn Risk
Lisa,Garcia,lisa.garcia1872@sample.id,62858175043,12/14/2007,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 224""}",Professional
Patricia,Martinez,patricia.martinez4099@mail.com,62881184896,8/20/1999,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 176""}",Churn Risk
Fajar,Doe,fajar.doe5189@demo.co,62851362724,8/5/1972,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 72""}",Prospect
Robert,Jones,robert.jones6586@sample.id,62862524781,1/29/1986,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 261""}",Enterprise
Dwi,Smith,dwi.smith1300@company.co.id,62820713849,8/26/1991,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Asia Afrika No. 289""}",Professional
Jessica,Simanjuntak,jessica.simanjuntak2150@test.com,62863050782,7/5/2000,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 83""}",Student
Rian,Doe,rian.doe7019@demo.co,62871133202,9/5/1991,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 131""}",Student
Nisa,Jones,nisa.jones9833@example.com,62842064719,12/19/1981,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Kuningan No. 42""}",Prospect
Nisa,Simanjuntak,nisa.simanjuntak2618@corp.id,62894405181,8/8/1973,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 164""}",Professional
Budi,Saputra,budi.saputra7301@corp.id,62870240891,2/26/2002,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 12""}",Professional
Arif,Saputra,arif.saputra4998@demo.co,62869303683,8/21/1992,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 62""}",Prospect
Nisa,Smith,nisa.smith4685@demo.co,62857819517,11/9/2002,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 125""}",VIP
Wulan,Pratama,wulan.pratama1274@company.co.id,62834088163,8/26/1991,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 252""}",Casual
Anthony,Siregar,anthony.siregar2878@corp.id,62897513837,2/21/1988,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. MH Thamrin No. 114""}",VIP
Budi,Hernandez,budi.hernandez583@company.co.id,62827023559,3/14/1993,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 282""}",SMB
Amanda,Brown,amanda.brown56@sample.id,62844538343,1/10/1979,Female,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 13""}",Churn Risk
David,Davis,david.davis2542@demo.co,62844598683,7/17/1980,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 76""}",Student
Agus,Siregar,agus.siregar2332@test.com,62834331830,9/27/1965,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 23""}",Enterprise
Wulan,Saputra,wulan.saputra2870@demo.co,62867659157,7/30/1979,Female,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 210""}",Prospect
James,Lestari,james.lestari7262@test.com,62873927938,12/29/2002,Male,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 142""}",SMB
Anthony,Jones,anthony.jones3729@sample.id,62898106929,12/12/1965,Male,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 155""}",SMB
Jane,Lestari,jane.lestari7312@demo.co,62813467796,10/17/1990,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 121""}",Student
Jessica,Doe,jessica.doe1652@demo.co,62897727456,9/2/2001,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. MH Thamrin No. 127""}",Professional
Bayu,Hidayat,bayu.hidayat4245@company.co.id,62861836557,6/13/1998,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 201""}",Casual
Putri,Simanjuntak,putri.simanjuntak4869@demo.co,62879166543,8/2/1972,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 11""}",Prospect
Daniel,Hernandez,daniel.hernandez1606@company.co.id,62886306138,2/14/1979,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 270""}",VIP
Patricia,Siregar,patricia.siregar8518@test.com,62841785808,11/30/2001,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 142""}",Professional
Amanda,Garcia,amanda.garcia9006@company.co.id,62860909287,2/24/1965,Female,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 174""}",Enterprise
Jessica,Simanjuntak,jessica.simanjuntak8914@corp.id,62814676223,3/4/1976,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 135""}",VIP
Dewi,Wijaya,dewi.wijaya9014@example.com,62866521734,3/20/2000,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 46""}",Churn Risk
Anthony,Doe,anthony.doe5150@test.com,62853134033,11/25/1994,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 158""}",Student
Arif,Siregar,arif.siregar3124@test.com,62879953783,1/19/2001,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 102""}",Professional
Putri,Hernandez,putri.hernandez1785@demo.co,62871552895,11/9/1978,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 238""}",SMB
Tika,Doe,tika.doe3401@company.co.id,62834387743,2/25/1975,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 175""}",Student
Christopher,Johnson,christopher.johnson7495@company.co.id,62884836544,7/10/1971,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 85""}",Prospect
Tika,Siregar,tika.siregar8396@sample.id,62883517440,12/2/1989,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 97""}",Churn Risk
Budi,Johnson,budi.johnson4629@mail.com,62863271297,4/10/1982,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 201""}",Student
Christopher,Hidayat,christopher.hidayat6037@mail.com,62818199569,10/24/2007,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 279""}",VIP
Linda,Davis,linda.davis3666@company.co.id,62867501703,8/5/2003,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 178""}",Casual
Amanda,Kurniawan,amanda.kurniawan3138@example.com,62842831538,8/14/1983,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. MH Thamrin No. 36""}",Enterprise
Putri,Wijaya,putri.wijaya1448@mail.com,62833930634,7/23/2002,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 188""}",Professional
Bayu,Siregar,bayu.siregar4693@demo.co,62843466469,7/11/1976,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 38""}",Churn Risk
Fajar,Hidayat,fajar.hidayat1153@mail.com,62887515597,12/5/1992,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Kuningan No. 100""}",Casual
Jane,Siregar,jane.siregar6788@mail.com,62870655286,1/20/1970,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 207""}",VIP
Rina,Doe,rina.doe2704@sample.id,62833286474,5/20/1999,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 111""}",Student
Anthony,Simanjuntak,anthony.simanjuntak9528@demo.co,62846364789,6/23/1984,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 178""}",VIP
William,Smith,william.smith5287@test.com,62856222423,2/25/1991,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 138""}",Professional
Budi,Wijaya,budi.wijaya2264@sample.id,62843687437,3/27/1985,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Kuningan No. 292""}",Student
Rizky,Wibowo,rizky.wibowo1622@demo.co,62893376252,3/3/1988,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 175""}",Professional
Maya,Siregar,maya.siregar5229@test.com,62897406772,7/20/1980,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 64""}",SMB
Budi,Smith,budi.smith6894@demo.co,62819309972,3/20/2002,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 290""}",Churn Risk
David,Kurniawan,david.kurniawan399@mail.com,62872464570,7/17/1970,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Asia Afrika No. 252""}",SMB
Patricia,Wijaya,patricia.wijaya8839@company.co.id,62825698971,1/30/1995,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 151""}",Professional
John,Wijaya,john.wijaya2647@test.com,62892537669,12/13/1996,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 249""}",Enterprise
Amanda,Siregar,amanda.siregar7503@corp.id,62846449626,10/28/1985,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 291""}",Professional
Daniel,Smith,daniel.smith2023@demo.co,62874273409,4/22/2000,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 160""}",Prospect
Arif,Siregar,arif.siregar2371@sample.id,62825819627,1/7/2005,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 19""}",Student
Rina,Simanjuntak,rina.simanjuntak9861@test.com,62828292043,12/22/1975,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Asia Afrika No. 69""}",Student
Tika,Pratama,tika.pratama4830@test.com,62868234297,2/9/1967,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 289""}",Churn Risk
Michael,Hidayat,michael.hidayat2979@sample.id,62866310039,1/25/1980,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 206""}",Churn Risk
Linda,Lestari,linda.lestari2792@example.com,62888189785,12/13/1968,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 140""}",VIP
James,Santoso,james.santoso1535@sample.id,62899394993,12/13/1975,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 44""}",Professional
Matthew,Jones,matthew.jones822@mail.com,62819923863,7/15/1976,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 261""}",VIP
Robert,Wibowo,robert.wibowo6316@example.com,62850086660,7/26/1965,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 212""}",Professional
Patricia,Lestari,patricia.lestari6066@corp.id,62882768843,8/26/2002,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 260""}",SMB
Rizky,Brown,rizky.brown8551@example.com,62843746092,7/15/1995,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 167""}",VIP
Ashley,Garcia,ashley.garcia2357@test.com,62893672861,6/8/1989,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 289""}",Student
James,Johnson,james.johnson3402@company.co.id,62859768840,2/5/2006,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 36""}",VIP
Budi,Lestari,budi.lestari5479@example.com,62885794574,7/10/1983,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 223""}",SMB
Patricia,Santoso,patricia.santoso7877@demo.co,62847671758,4/5/1990,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 212""}",VIP
David,Jones,david.jones3474@demo.co,62850567107,12/19/1977,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 270""}",Casual
Rizky,Simanjuntak,rizky.simanjuntak5111@corp.id,62899958050,1/22/1969,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Kuningan No. 28""}",Casual
Agus,Hernandez,agus.hernandez9514@company.co.id,62841964851,9/11/1984,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 9""}",Enterprise
Anthony,Doe,anthony.doe3968@corp.id,62858780687,2/8/1982,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 112""}",Professional
Matthew,Santoso,matthew.santoso3560@demo.co,62879228826,5/24/1978,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 20""}",Professional
Putri,Saputra,putri.saputra8327@demo.co,62890547202,6/26/2004,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 46""}",Enterprise
Jessica,Miller,jessica.miller6102@company.co.id,62859851321,3/19/1976,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 272""}",Professional
Maya,Santoso,maya.santoso8927@company.co.id,62844815115,5/7/1981,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 30""}",Student
Rina,Doe,rina.doe8799@corp.id,62822398507,6/13/1999,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 242""}",Enterprise
Yuda,Pratama,yuda.pratama572@demo.co,62857126805,1/12/1994,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 294""}",VIP
William,Siregar,william.siregar7616@demo.co,62846408594,4/4/1986,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 139""}",Churn Risk
Wulan,Martinez,wulan.martinez247@company.co.id,62867700177,12/11/1970,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 42""}",SMB
Daniel,Wibowo,daniel.wibowo2832@demo.co,62894603611,5/12/2006,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 61""}",Casual
Patricia,Smith,patricia.smith5501@mail.com,62894932536,5/11/1993,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 270""}",Professional
Robert,Simanjuntak,robert.simanjuntak4399@demo.co,62884326676,1/7/1966,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 230""}",VIP
Rina,Kurniawan,rina.kurniawan338@corp.id,62860498304,12/31/1965,Female,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 86""}",SMB
Dewi,Doe,dewi.doe1041@demo.co,62897594073,9/5/1994,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Tunjungan No. 285""}",Professional
Dewi,Davis,dewi.davis5530@sample.id,62858088625,7/2/1979,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 240""}",Professional
Anthony,Davis,anthony.davis7049@mail.com,62832685062,7/5/1987,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 60""}",Churn Risk
Bayu,Hernandez,bayu.hernandez3326@mail.com,62850549989,3/26/2000,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 118""}",Casual
Arif,Kurniawan,arif.kurniawan1984@example.com,62847913479,6/11/1986,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Gatot Subroto No. 81""}",Casual
Rizky,Hernandez,rizky.hernandez6321@mail.com,62878958321,6/6/1998,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 216""}",Student
Yuda,Wibowo,yuda.wibowo6001@corp.id,62857580964,11/29/1969,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 106""}",Enterprise
Rizky,Kurniawan,rizky.kurniawan7785@test.com,62844603145,9/1/1996,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 216""}",Casual
Michael,Brown,michael.brown9145@company.co.id,62849854679,3/25/1999,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 77""}",SMB
Maya,Lestari,maya.lestari2942@company.co.id,62883928848,3/15/1989,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 249""}",Student
Siti,Martinez,siti.martinez489@corp.id,62885264453,7/31/1985,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 145""}",Enterprise
Robert,Doe,robert.doe5636@test.com,62863332848,4/6/2002,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 225""}",VIP
Andi,Lestari,andi.lestari2289@sample.id,62823709885,2/28/1973,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 272""}",Enterprise
Matthew,Brown,matthew.brown3316@demo.co,62856236618,8/17/1973,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 89""}",Casual
Yuda,Brown,yuda.brown2211@company.co.id,62819022575,8/12/1987,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Rasuna Said No. 286""}",Enterprise
Wulan,Davis,wulan.davis5200@demo.co,62813780123,8/23/1974,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 291""}",Student
Agus,Garcia,agus.garcia6704@sample.id,62841093167,10/17/1967,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 200""}",VIP
Siti,Wijaya,siti.wijaya9603@example.com,62854276042,8/15/1965,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 117""}",Casual
Nisa,Miller,nisa.miller8761@sample.id,62883703480,9/26/1979,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Asia Afrika No. 107""}",Prospect
Daniel,Hidayat,daniel.hidayat4584@demo.co,62848215626,3/5/1965,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 94""}",SMB
Ashley,Davis,ashley.davis2215@example.com,62883332010,12/31/1979,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 92""}",Student
Siti,Garcia,siti.garcia3948@corp.id,62834319525,9/16/2004,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 238""}",Enterprise
Putri,Wijaya,putri.wijaya9866@company.co.id,62854382043,3/7/2002,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 249""}",Student
Matthew,Simanjuntak,matthew.simanjuntak3682@company.co.id,62877593166,1/16/1975,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Malioboro No. 284""}",Casual
Dwi,Doe,dwi.doe2954@example.com,62856771804,3/29/1976,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Pemuda No. 78""}",Enterprise
Andi,Miller,andi.miller70@demo.co,62851732691,2/11/1980,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 111""}",Prospect
Nadia,Wibowo,nadia.wibowo5094@example.com,62837807143,10/4/1995,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Dago No. 53""}",Churn Risk
Siti,Hernandez,siti.hernandez9279@corp.id,62868531879,10/2/1993,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 281""}",Professional
Patricia,Brown,patricia.brown6383@test.com,62829083669,12/23/1980,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 129""}",VIP
Nadia,Kurniawan,nadia.kurniawan4721@demo.co,62891989995,5/8/1967,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 251""}",Casual
Daniel,Miller,daniel.miller7096@mail.com,62874370282,7/16/1996,Male,"{""city"": ""Medan"", ""address"": ""Jl. Pemuda No. 160""}",Prospect
Jessica,Smith,jessica.smith5287@example.com,62860386615,5/2/1982,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Gatot Subroto No. 68""}",VIP
Michael,Davis,michael.davis3878@sample.id,62836362409,3/27/1986,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 20""}",SMB
Bayu,Kurniawan,bayu.kurniawan769@mail.com,62843086335,10/17/1999,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 207""}",Professional
Amanda,Santoso,amanda.santoso1026@test.com,62829812662,12/23/1984,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 39""}",Professional
Christopher,Johnson,christopher.johnson9579@test.com,62845644051,12/7/1977,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 252""}",Enterprise
John,Lestari,john.lestari1948@mail.com,62862154304,3/27/1986,Male,"{""city"": ""Medan"", ""address"": ""Jl. Sisingamangaraja No. 290""}",Student
Yuda,Kurniawan,yuda.kurniawan2519@demo.co,62812874519,5/11/1994,Male,"{""city"": ""Surabaya"", ""address"": ""Jl. Mayjen Sungkono No. 64""}",Professional
Fajar,Santoso,fajar.santoso2545@demo.co,62824148250,5/2/1998,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 285""}",Prospect
David,Smith,david.smith434@example.com,62822970709,4/28/1990,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 208""}",Casual
Dewi,Simanjuntak,dewi.simanjuntak6051@demo.co,62865895877,4/29/1992,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Kuningan No. 222""}",Prospect
Emily,Hidayat,emily.hidayat2212@test.com,62869581978,5/26/1983,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 226""}",Professional
Tika,Hernandez,tika.hernandez666@example.com,62896228183,2/17/2002,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 113""}",Student
Wulan,Wibowo,wulan.wibowo7346@sample.id,62855230263,3/1/1993,Female,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 18""}",Professional
Anthony,Lestari,anthony.lestari9935@example.com,62825755475,10/12/2007,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Magelang No. 53""}",Enterprise
Dwi,Pratama,dwi.pratama3192@demo.co,62862213423,6/20/1983,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Riau No. 61""}",Churn Risk
Daniel,Wijaya,daniel.wijaya8747@mail.com,62888129461,2/6/1985,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 23""}",Prospect
Andi,Pratama,andi.pratama4417@corp.id,62884026264,10/12/1998,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Pasteur No. 204""}",VIP
Sarah,Johnson,sarah.johnson4775@corp.id,62879229357,7/7/1993,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 36""}",VIP
Rian,Wijaya,rian.wijaya7704@corp.id,62849814918,4/19/1997,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 260""}",Student
William,Miller,william.miller7131@demo.co,62884462119,10/30/1995,Male,"{""city"": ""Jakarta"", ""address"": ""Jl. Sudirman No. 107""}",Professional
Jessica,Lestari,jessica.lestari4928@company.co.id,62884365042,8/28/1973,Female,"{""city"": ""Jakarta"", ""address"": ""Jl. Thamrin No. 245""}",Enterprise
Emily,Davis,emily.davis523@test.com,62861662567,8/8/2004,Female,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Solo No. 146""}",Prospect
James,Hernandez,james.hernandez5354@corp.id,62841998286,10/30/1994,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 163""}",VIP
Sarah,Kurniawan,sarah.kurniawan7351@test.com,62859406630,8/21/2005,Female,"{""city"": ""Surabaya"", ""address"": ""Jl. Darmo No. 80""}",Churn Risk
Lisa,Johnson,lisa.johnson4240@test.com,62837562381,9/11/1980,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 138""}",Prospect
Jessica,Johnson,jessica.johnson5809@demo.co,62839834129,11/3/1976,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 253""}",Churn Risk
Rizky,Brown,rizky.brown9738@mail.com,62860353621,11/7/1984,Male,"{""city"": ""Bandung"", ""address"": ""Jl. Braga No. 17""}",Student
Rian,Saputra,rian.saputra5498@mail.com,62813027998,11/17/2002,Male,"{""city"": ""Yogyakarta"", ""address"": ""Jl. Sudirman No. 290""}",SMB
Nadia,Johnson,nadia.johnson5845@test.com,62866994472,5/14/1974,Female,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 100""}",Churn Risk
David,Siregar,david.siregar9184@example.com,62842503625,9/3/1981,Male,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 240""}",Churn Risk
Rina,Davis,rina.davis7516@mail.com,62895013343,10/26/1994,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Imam Bonjol No. 242""}",VIP
John,Davis,john.davis2976@company.co.id,62844228714,10/15/1987,Male,"{""city"": ""Medan"", ""address"": ""Jl. Gatot Subroto No. 165""}",SMB
Ayu,Saputra,ayu.saputra2831@demo.co,62840301666,12/30/1992,Female,"{""city"": ""Denpasar"", ""address"": ""Jl. Teuku Umar No. 297""}",Professional
